"ID","Description","GeneRatio","BgRatio","pvalue","FDR","qvalue","geneID","Count","Source"
"GO:0070050","neuron cellular homeostasis","13/1168","82/18481",0.00181627517904257,0.0329540993542857,0.0282624138725699,"Atp2a2/Slc8a2/Atp6v1a/Dctn1/Atp6v1e1/Map1a/P2ry1/Scgn/Atp2b2/Atp6v1h/Npy/Cacna1a/Tyro3",13,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0008361","regulation of cell size","27/1168","234/18481",0.00182325753774643,0.0329540993542857,0.0282624138725699,"Rap1gap2/Nherf1/Npm1/Kcnma1/Sema3e/Rpl4/Dpysl2/Mtpn/Dbnl/Sema4d/Fn1/Slc12a2/Lars1/Ntrk3/Vegfa/Slc12a4/Cdh1/Cfl1/Akt1/Atp2b2/Rtn4r/Sema6b/Dcx/Islr2/Cdh4/Hsp90aa1/Rapgef3",27,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0006486","protein glycosylation","22/1168","177/18481",0.00183144185260329,0.0329540993542857,0.0282624138725699,"B3galt4/Pofut2/St6gal1/Chp1/Alg2/C1galt1/Tusc3/Abca2/St3gal2/Gfpt1/Galnt2/Pomgnt2/Ramp1/Fut1/Dpy19l3/Gcnt2/Mgat5b/Galnt9/Magt1/B4galt1/St8sia2/Mgat1",22,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0043413","macromolecule glycosylation","22/1168","177/18481",0.00183144185260329,0.0329540993542857,0.0282624138725699,"B3galt4/Pofut2/St6gal1/Chp1/Alg2/C1galt1/Tusc3/Abca2/St3gal2/Gfpt1/Galnt2/Pomgnt2/Ramp1/Fut1/Dpy19l3/Gcnt2/Mgat5b/Galnt9/Magt1/B4galt1/St8sia2/Mgat1",22,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0021537","telencephalon development","39/1168","379/18481",0.00186996867005906,0.0335387929210593,0.0287638644324875,"Coro1c/Slc8a2/Hes1/Tra2b/Pax6/Lmx1a/Ywhae/Slc38a2/Slc2a1/Nefh/Hdac1/Dpysl2/Rara/Slc7a11/Casp3/Adgrg1/Sun2/Tubb2a/Nars1/Agtpbp1/Atf5/Atp1a3/Cfl1/Numbl/Fut1/Vldlr/Fat4/Rtn4r/Kdm6b/Cdk5r2/Sema6b/Npy/Dcx/Gng12/Mboat7/Tuba1a/Gria2/Ccdc85c/Cdk5r1",39,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0071071","regulation of phospholipid biosynthetic process","6/1168","22/18481",0.00195148613816419,0.0348883052353469,0.029921246254472,"Chp1/Scp2/Fabp3/Abca2/Acsl3/Idh1",6,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0035967","cellular response to topologically incorrect protein","15/1168","103/18481",0.00202070155280806,0.0360099379282462,0.0308831917483823,"Sdf2l1/Atf3/Wfs1/Eif2ak3/Ddit3/Hspd1/Nck2/Atf4/Hspa5/Herpud1/Rnf185/Atf6/Bhlha15/Vcp/Ficd",15,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0046323","glucose import","14/1168","93/18481",0.00204777071632353,0.0363757354081752,0.0311969105261328,"Mapk14/Hnf1a/Myc/Itln1/Mif/Slc2a1/Slc2a2/C2cd5/Rab8a/Slc2a4/Ins2/Irs2/Akt1/Aspscr1",14,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0030835","negative regulation of actin filament depolymerization","9/1168","46/18481",0.002054714381221,0.0363828406356329,0.0312030041801244,"Flii/Capzb/Swap70/Mtpn/Capza1/Arpc2/Vil1/Gsn/Cfl1",9,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0030834","regulation of actin filament depolymerization","10/1168","55/18481",0.00211014863060933,0.03724579805139,0.0319431020773943,"Flii/Capzb/Sh3bp1/Swap70/Mtpn/Capza1/Arpc2/Vil1/Gsn/Cfl1",10,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0055074","calcium ion homeostasis","37/1168","357/18481",0.002130864910299,0.0374924332318432,0.0321546237296951,"Glp1r/Atp2a2/Fis1/Slc8a2/Tgfb2/Calm1/Wfs1/Ywhae/Thy1/Ddit3/Ankh/Slc37a4/Trim24/Ghitm/P2ry1/Letm1/Scgn/Calm3/Atf4/Herpud1/Myh7b/Synpo/Wnk4/Sv2a/Ptk2b/Slc35g1/Grina/Atp2b2/Micu1/Npy/Slc25a23/Atp2c2/Sri/Chga/Cacna1a/Vdr/Tpcn1",37,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0007416","synapse assembly","26/1168","225/18481",0.00214704120589873,0.0376578836113469,0.032296518886672,"Gap43/Gabrg2/Nlgn3/Flrt3/Ptprd/Snap25/Efnb1/Gpm6a/Lzts1/Dbnl/Sema4d/Adgrb2/Nlgn2/Ntrk3/Cdh1/Numbl/Nrxn2/Lrrtm4/Sdk2/Ptk2b/Shank2/Cacna1a/Gabrb3/Lhfpl4/Amigo3/St8sia2",26,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0008347","glial cell migration","12/1168","74/18481",0.00220563031478656,0.0383458644973721,0.0328865517177387,"Tgfb2/Matn2/Rras2/P2ry1/Fn1/Adgrg1/Sun2/Cers2/Cdk5r2/Dcx/Mboat7/Cdk5r1",12,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0032570","response to progesterone","12/1168","74/18481",0.00220563031478656,0.0383458644973721,0.0328865517177387,"Tgfb2/Mif/Fos/Abhd2/Vegfa/Ramp2/Txnip/Gpi/Tyms/Pdxk/Junb/Fosl2",12,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0048872","homeostasis of number of cells","40/1168","395/18481",0.00220695623006458,0.0383458644973721,0.0328865517177387,"Jmjd6/Mapk14/Sh2b2/Tgfbr3/Kit/Tgfb2/Itpkb/Glis2/Kitlg/Maea/Mif/Acvr1b/Rps6/Nfe2l1/Smarca4/Bpgm/Slc7a11/Casp3/Slc37a4/Adgrg1/Tmem14c/Rb1/Mafb/Prdx1/Zc3h8/Ldb1/Hspa9/Vegfa/Ceacam1/Flt3lg/Gpi/Akt1/Cd7/Rps19/Gba1/Tuba1a/Zfp36/Asxl1/Sox4/Fosl2",40,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0006356","regulation of transcription by RNA polymerase I","8/1168","38/18481",0.00221558138920026,0.0383758022553067,0.0329122272276674,"Eif2ak3/Smarca4/Nop53/Atf4/Ncl/Mars1/Wdr43/Carm1",8,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0007214","gamma-aminobutyric acid signaling pathway","7/1168","30/18481",0.00222591986006515,0.0384351379564045,0.0329631152863522,"Gabrg2/Gabbr2/Slc12a2/Gnai2/Atf4/Cacna1a/Gabrb3",7,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0045444","fat cell differentiation","31/1168","285/18481",0.00225526518288015,0.0388212830241907,0.033294284759482,"Mapk14/Sh2b2/Arl6/Hes1/Sh3pxd2b/Wif1/Zfp36l2/Lamb3/Eif2ak3/Ddit3/Insig1/Trib3/Nr4a1/Dact1/Angptl8/Fabp3/Mafb/Slc2a4/Vegfa/Atf5/Nucb2/Rorc/Akt1/Carm1/Ap1s2/Arxes1/Cebpd/Cebpb/Zfp36/Asxl1/Fosl2",31,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0051881","regulation of mitochondrial membrane potential","14/1168","94/18481",0.00226936825181298,0.0389434798767906,0.0333990844077739,"Hnf1a/Parp1/Myc/Dynll1/Slc25a36/Ucp2/Cck/Akt1/Ctns/Tspan4/Vcp/Pycr1/Rack1/Ubb",14,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0006611","protein export from nucleus","11/1168","65/18481",0.00234687535581978,0.039904058037792,0.0342229047541078,"Dnajc27/Chp1/Prkaca/Ywhae/Mdm2/Dusp16/Ifi27/Anp32b/Gas6/Hspa9/Rapgef3",11,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0051893","regulation of focal adhesion assembly","11/1168","65/18481",0.00234687535581978,0.039904058037792,0.0342229047541078,"Coro1c/Arhgap6/Enpp2/Rcc2/Thy1/Slk/Ldb1/Vegfa/Dapk3/Cfl1/Ppm1f",11,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0090109","regulation of cell-substrate junction assembly","11/1168","65/18481",0.00234687535581978,0.039904058037792,0.0342229047541078,"Coro1c/Arhgap6/Enpp2/Rcc2/Thy1/Slk/Ldb1/Vegfa/Dapk3/Cfl1/Ppm1f",11,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0019218","regulation of steroid metabolic process","16/1168","115/18481",0.00235662594379558,0.0399476836814129,0.034260319401136,"Por/Igfbp7/Kit/Adora2b/Kcnma1/Insig1/Cyp51/Scp2/Foxa2/Fgf1/Nr3c1/Abca2/Igf2/Rorc/Ttc39b/Fdps",16,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0048489","synaptic vesicle transport","9/1168","47/18481",0.00240139083766021,0.0401682250036022,0.0344494621859747,"Dpysl2/Ap3m1/Slc2a4/Cltb/Rab3a/Cnih2/Btbd8/Ap1s2/Ap1g1",9,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0006110","regulation of glycolytic process","10/1168","56/18481",0.00242618678497625,0.0401682250036022,0.0344494621859747,"Myc/Prkaca/Mif/Pfkfb3/Mlx/Ins2/Arl2/Mlxipl/Ddit4/Gck",10,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0034198","cellular response to amino acid starvation","10/1168","56/18481",0.00242618678497625,0.0401682250036022,0.0344494621859747,"Atf3/Eif2ak3/Slc38a2/Dap/Rnf152/Atf4/Ucp2/Lars1/Rpl17/RragB",10,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0001732","formation of cytoplasmic translation initiation complex","5/1168","16/18481",0.00242705106381342,0.0401682250036022,0.0344494621859747,"Eif3a/Eif5/Eif3f/Eif2s2/Eif3c",5,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0014049","positive regulation of glutamate secretion","5/1168","16/18481",0.00242705106381342,0.0401682250036022,0.0344494621859747,"Dpysl2/Nr3c1/Stxbp1/Syt4/Cck",5,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0021819","layer formation in cerebral cortex","5/1168","16/18481",0.00242705106381342,0.0401682250036022,0.0344494621859747,"Adgrg1/Cdk5r2/Dcx/Mboat7/Cdk5r1",5,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:1904587","response to glycoprotein","5/1168","16/18481",0.00242705106381342,0.0401682250036022,0.0344494621859747,"Rplp0/Rplp1/Edem3/Edem1/Rpl7a",5,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","43/1168","435/18481",0.00243963879349996,0.0401682250036022,0.0344494621859747,"Gna12/Ltn1/Psmd2/Mapk9/Psmd12/Trib1/Wfs1/Rybp/Maea/Skp1/Eif2ak3/Mdm2/Ddit3/Trib3/Ifi27/Rnf19a/Psmc5/Fbxw7/Nop53/Csnk1e/Siah2/Map1a/Usp14/N4bp1/Psmd1/Hspa5/Herpud1/Rnf185/Fbxl15/Syvn1/Fbxl16/Edem3/Cdc20/Akt1/Vcp/Csnk1d/Rnf187/Gba1/Psmd10/Rack1/Psmb3/Edem1/Ube2n",43,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0036466","synaptic vesicle recycling via endosome","4/1168","10/18481",0.00244910580507575,0.0401682250036022,0.0344494621859747,"Dnm1l/Btbd8/Ap1s2/Ap1g1",4,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0099538","synaptic signaling via neuropeptide","4/1168","10/18481",0.00244910580507575,0.0401682250036022,0.0344494621859747,"Vgf/Syt4/Cck/Npy",4,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:1990034","calcium ion export across plasma membrane","4/1168","10/18481",0.00244910580507575,0.0401682250036022,0.0344494621859747,"Slc8a2/Calm1/Ywhae/Slc35g1",4,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0034101","erythrocyte homeostasis","21/1168","170/18481",0.00247706413049312,0.0405072840162992,0.0347402492604762,"Jmjd6/Mapk14/Tgfbr3/Kit/Maea/Acvr1b/Rps6/Nfe2l1/Smarca4/Bpgm/Casp3/Tmem14c/Rb1/Mafb/Prdx1/Ldb1/Hspa9/Vegfa/Gpi/Rps19/Zfp36",21,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0006760","folic acid-containing compound metabolic process","6/1168","23/18481",0.00250073190169705,0.0407289088884896,0.0349303213299617,"Ggh/Shmt2/Mthfd2/Mtr/Mthfd1l/Tyms",6,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0021549","cerebellum development","20/1168","159/18481",0.00250526741724162,0.0407289088884896,0.0349303213299617,"Abl2/Pax6/Lmx1a/Mtpn/Nav2/Ckmt1/Hspa5/Aars1/Ldb1/Agtpbp1/Neurod2/Atp2b2/Cdk5r2/Faim2/Gba1/Cacna1a/Top2a/Tuba1a/Gabrb3/Cdk5r1",20,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0046890","regulation of lipid biosynthetic process","25/1168","216/18481",0.00252895272068554,0.0409941024111125,0.0351577591674252,"Scarb1/Por/Igfbp7/Mapk9/Adora2b/Mid1ip1/Chp1/Insig1/Cyp51/Trib3/Scp2/Fabp3/Fgf1/Nr3c1/Abca2/Acsl3/Idh1/Mlx/Igf2/Ins2/Ceacam1/Fitm2/Akt1/Fdps/Mlxipl",25,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0046825","regulation of protein export from nucleus","8/1168","39/18481",0.00263551466209663,0.04259727186412,0.036532684881572,"Dnajc27/Prkaca/Ywhae/Mdm2/Ifi27/Anp32b/Gas6/Rapgef3",8,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0035303","regulation of dephosphorylation","11/1168","66/18481",0.00265877788831686,0.0428487103160631,0.0367483259620912,"Ppp2r5a/Ppp1r2/Calm1/Ywhae/Nsmf/Swap70/Sema4d/Ppp1r16b/Calm3/Ppp1r15b/Gba1",11,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0016050","vesicle organization","35/1168","337/18481",0.0026722374432302,0.0429411566021963,0.0368276106414141,"Coro1c/Snap29/Atp6v1a/Uso1/Chp1/Snap25/Insig1/Chmp3/Septin8/Vps39/Sec23b/Dnajc13/Atp6v1e1/Aktip/Rab7a/Vamp8/C2cd5/Ap1m1/Rab8a/Stxbp1/Agfg1/Slc2a4/Syt4/Cltb/Baiap3/Rab3a/Ptprn/Als2/Btbd8/Gbf1/Nbeal2/Atp6v1h/Myo18a/Ap1s2/Ap1g1",35,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0002262","myeloid cell homeostasis","25/1168","217/18481",0.00269150312266055,0.0431261019077599,0.0369862252257009,"Jmjd6/Mapk14/Tgfbr3/Kit/Itpkb/Kitlg/Maea/Acvr1b/Rps6/Nfe2l1/Smarca4/Bpgm/Slc7a11/Casp3/Slc37a4/Tmem14c/Rb1/Mafb/Prdx1/Ldb1/Hspa9/Vegfa/Gpi/Rps19/Zfp36",25,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0009612","response to mechanical stimulus","37/1168","362/18481",0.00270352258216,0.0431942113701425,0.037044637922519,"Mapk14/Psph/Rcan1/Kit/Mapk9/Abl2/Myc/Gadd45a/Slc38a2/Mif/Etv1/Slc2a1/Asns/Fos/Casp3/F3/Mtpn/P2ry1/Lrp11/Slc12a2/Ihh/Gsn/Ptch1/Jund/Vegfa/Igf2/Nrxn2/Txnip/Gpi/Jun/Ptk2b/Akt1/Atp2b2/Actb/Tuba1a/Junb/Fosl2",37,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0006817","phosphate ion transport","7/1168","31/18481",0.00272063141381974,0.0433430104895065,0.0371722524644954,"Ankh/Slc37a4/Atf4/Ucp2/Slc20a1/Vdr/Cebpb",7,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:2001244","positive regulation of intrinsic apoptotic signaling pathway","12/1168","76/18481",0.0027771201967188,0.0441165379821615,0.0378356526049208,"Fis1/Dnm1l/Nherf1/Rpl26/Myc/Eif2ak3/Ddit3/Fbxw7/Nck2/Rps3/Rack1/Ubb",12,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0099068","postsynapse assembly","9/1168","48/18481",0.00279291274936519,0.0442410110725654,0.0379424044223251,"Gap43/Nlgn3/Ptprd/Lzts1/Nlgn2/Ntrk3/Numbl/Nrxn2/Ptk2b",9,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0006470","protein dephosphorylation","16/1168","117/18481",0.00281473529787426,0.0444600234550593,0.0381302359430933,"Ppp2r5a/Ppp1r2/Calm1/Ywhae/Ptprd/Nsmf/Swap70/Tns2/Ppp1r16b/Calm3/Ilkap/Ppp2r5b/Ppp1r15b/Ppm1f/Ppm1m/Gba1",16,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:1900180","regulation of protein localization to nucleus","21/1168","173/18481",0.00306083519916271,0.0482103221171237,0.0413466034060148,"Mapk14/Tgfb2/Parp1/Npm1/Chp1/Glis2/Eif2ak3/Maged1/Cct4/Ipo7/Ipo5/Cct5/Lzts2/Nolc1/Cdh1/Ins2/Tmem98/Trim28/Akt1/Mdfic/Hsp90aa1",21,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0018105","peptidyl-serine phosphorylation","26/1168","231/18481",0.00308869133549908,0.0482452593531851,0.0413765666167982,"Rps6ka5/Mapkapk2/Prkaca/Gcg/Gadd45a/Mif/Stk32c/Fnip1/Iapp/Csnk1e/Nck2/Pfn2/Cnksr3/Myo3a/Ntrk3/Vegfa/Inpp5f/Akt1/Mknk2/Csnk1d/Ppm1f/Hax1/Mlxipl/Rack1/Hsp90aa1/Sbk1",26,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0015718","monocarboxylic acid transport","23/1168","196/18481",0.00309004213218211,0.0482452593531851,0.0413765666167982,"Slc16a6/Slc16a10/Hnf1a/Fis1/Eprs1/Mapk9/Abcc3/Nherf1/Myc/Mif/Slc2a1/Cpt2/Fabp3/Rbp1/Acsl3/Pla2g2f/Slc16a1/Ceacam1/Irs2/Crabp1/Atp8b1/Akt1/Slco4a1",23,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0051495","positive regulation of cytoskeleton organization","23/1168","196/18481",0.00309004213218211,0.0482452593531851,0.0413765666167982,"Clip1/Pfn1/Sh3pxd2b/Togaram1/Dync1h1/Swap70/Dctn1/Bin1/Arpc2/Vil1/Nck2/Rps3/Pfn2/Gsn/Synpo/Cfl1/Arl2/Ptk2b/Ppm1f/Arhgef10l/Pdlim4/Rapgef3/Tac1",23,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0009064","glutamine family amino acid metabolic process","12/1168","77/18481",0.00310490250783262,0.0482452593531851,0.0413765666167982,"Ctps2/Slc38a1/Asns/Slc7a11/Ucp2/Gfpt1/Cad/Pycr1/Gls/Iffo2/Aldh4a1/Aldh18a1",12,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:1901796","regulation of signal transduction by p53 class mediator","13/1168","87/18481",0.00311392734247277,0.0482452593531851,0.0413765666167982,"Rpl23/Rpl26/Myc/Npm1/Mdm2/Mif/Nop53/Trim24/Atad5/Rpl5/Psmd10/Sox4/Ubb",13,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0051693","actin filament capping","8/1168","40/18481",0.0031151165661499,0.0482452593531851,0.0413765666167982,"Flii/Capzb/Mtpn/Capza1/Arpc2/Vil1/Gsn/Cfl1",8,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0021543","pallium development","29/1168","267/18481",0.00313302138452737,0.0483877747165893,0.0414987920231256,"Tra2b/Pax6/Lmx1a/Ywhae/Slc38a2/Slc2a1/Nefh/Hdac1/Rara/Casp3/Adgrg1/Sun2/Tubb2a/Nars1/Atp1a3/Cfl1/Vldlr/Fat4/Kdm6b/Cdk5r2/Sema6b/Npy/Dcx/Gng12/Mboat7/Tuba1a/Gria2/Ccdc85c/Cdk5r1",29,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0006874","intracellular calcium ion homeostasis","34/1168","328/18481",0.00314237135615627,0.0483977416626838,0.0415073399719723,"Glp1r/Atp2a2/Fis1/Slc8a2/Tgfb2/Calm1/Wfs1/Ywhae/Thy1/Ddit3/Slc37a4/Ghitm/P2ry1/Letm1/Scgn/Calm3/Atf4/Herpud1/Myh7b/Synpo/Sv2a/Ptk2b/Slc35g1/Grina/Atp2b2/Micu1/Npy/Slc25a23/Atp2c2/Sri/Chga/Cacna1a/Vdr/Tpcn1",34,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0032094","response to food","10/1168","58/18481",0.00317179429252505,0.048715956537125,0.0417802504947324,"Gcg/Gast/Ghr/Tmem135/Cck/Slc16a1/Nucb2/Akt1/Npy/Pdxk",10,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0071695","anatomical structure maturation","33/1168","316/18481",0.00319082805476913,0.0487425193425865,0.0418030315452323,"Fam20c/Hes1/Tgfb2/Abl2/Prkaca/Maea/Kcnma1/Ddit3/Ift80/Angptl8/Shb/Epha8/Sema4d/Rb1/Abhd2/Nsun2/Syt4/Baiap3/Ihh/Ptprn/Vegfa/Bhlha15/Ptk2b/Fat4/Cdc20/Nfasc/Tyms/Cdk5r2/Gba1/Grb14/Cacna1a/Rflna/Cdk5r1",33,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0046888","negative regulation of hormone secretion","15/1168","108/18481",0.00323154913789112,0.0487425193425865,0.0418030315452323,"Pfkl/Gnaz/Sytl4/Hdac1/Pde3b/Anxa5/Ucp2/Gnao1/Nucb2/Kcnj11/Pim3/Ffar3/Npy/Adra2a/Chga",15,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0021696","cerebellar cortex morphogenesis","9/1168","49/18481",0.00323319807477885,0.0487425193425865,0.0418030315452323,"Mtpn/Ldb1/Agtpbp1/Atp2b2/Faim2/Gba1/Cacna1a/Top2a/Tuba1a",9,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0044706","multi-multicellular organism process","35/1168","341/18481",0.00323886199516752,0.0487425193425865,0.0418030315452323,"Igfbp7/Tgfb2/Maged2/Parp1/Sh3pxd2b/Slc38a1/Slc38a2/Acvr1b/Slc2a1/Fos/Ifi27/Nampt/Rara/Fgl2/Nr3c1/Epn1/Slc38a3/Ucp2/Ihh/Gapdh/Vegfa/Cdh1/Igf2/Ramp2/Cad/Trim28/Akt1/Ndrg3/Tk1/Adra2a/Vdr/B4galt1/Apela/Junb/Fosl2",35,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0010918","positive regulation of mitochondrial membrane potential","5/1168","17/18481",0.00326119014306514,0.0487425193425865,0.0418030315452323,"Hnf1a/Myc/Akt1/Ctns/Vcp",5,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0035435","phosphate ion transmembrane transport","5/1168","17/18481",0.00326119014306514,0.0487425193425865,0.0418030315452323,"Ankh/Slc37a4/Ucp2/Slc20a1/Vdr",5,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0046112","nucleobase biosynthetic process","5/1168","17/18481",0.00326119014306514,0.0487425193425865,0.0418030315452323,"Paics/Ctps2/Shmt2/Cad/Prps1",5,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0046653","tetrahydrofolate metabolic process","5/1168","17/18481",0.00326119014306514,0.0487425193425865,0.0418030315452323,"Shmt2/Mthfd2/Mtr/Mthfd1l/Tyms",5,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0097531","mast cell migration","5/1168","17/18481",0.00326119014306514,0.0487425193425865,0.0418030315452323,"Kit/Kitlg/Swap70/Vegfa/Chga",5,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0098761","cellular response to interleukin-7","5/1168","17/18481",0.00326119014306514,0.0487425193425865,0.0418030315452323,"Hspd1/Pdia3/Eno1/P4hb/Hdgf",5,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0035307","positive regulation of protein dephosphorylation","7/1168","32/18481",0.00329547175992003,0.049037017771297,0.0420556021400938,"Ppp2r5a/Calm1/Nsmf/Ppp1r16b/Calm3/Ppp1r15b/Gba1",7,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0010563","negative regulation of phosphorus metabolic process","29/1168","268/18481",0.0033073528173087,0.049037017771297,0.0420556021400938,"Coro1c/Hnf1a/Fis1/Spag9/Parp1/Pax6/Chp1/Ywhae/Gadd45a/Thy1/Swap70/Dynll1/Sema4d/Abca2/Ppp1r16b/Nck2/Cnksr3/Ntrk3/Pik3ip1/Inpp5f/Dusp6/Spry1/Jun/Ppp1r15b/Ppm1f/Mlxipl/Rack1/Errfi1/Camk2n1",29,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0045936","negative regulation of phosphate metabolic process","29/1168","268/18481",0.0033073528173087,0.049037017771297,0.0420556021400938,"Coro1c/Hnf1a/Fis1/Spag9/Parp1/Pax6/Chp1/Ywhae/Gadd45a/Thy1/Swap70/Dynll1/Sema4d/Abca2/Ppp1r16b/Nck2/Cnksr3/Ntrk3/Pik3ip1/Inpp5f/Dusp6/Spry1/Jun/Ppp1r15b/Ppm1f/Mlxipl/Rack1/Errfi1/Camk2n1",29,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0042490","mechanoreceptor differentiation","14/1168","98/18481",0.00336283509343565,0.0497270295731442,0.0426473767448587,"Slc44a4/Hes1/Nherf1/Kcnma1/Tprn/Cecr2/Myo3a/Ntrk3/Atp8b1/Pls3/Fat4/Atp2b2/Clic5/Gabrb3",14,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0001764","neuron migration","24/1168","209/18481",0.00337511804205382,0.0497762766944807,0.0426896125380534,"Pax6/Ywhae/Matn2/Sema3e/Nsmf/Gpm6a/Barhl1/Adgrg1/Gas6/Ntrk3/Kif20b/Cck/Pomgnt2/Vegfa/Celsr2/Cdh1/Cdk5r2/Mnx1/Dcx/Tuba1a/Ddit4/Tyro3/Hsp90aa1/Cdk5r1",24,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0009306","protein secretion","20/177","438/18481",8.1524470146098e-09,1.01736349235428e-05,9.19694425802951e-06,"Abcg1/Erp29/Vgf/Gna11/Gcg/Pclo/Cyp51/Rab3b/Bsg/Hadh/Ins1/Cpt1a/Ucp2/Baiap3/Acsl4/Tmem132a/Myo18a/Chga/Rph3al/Sox4",20,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0035592","establishment of protein localization to extracellular region","20/177","440/18481",8.80216690440814e-09,1.01736349235428e-05,9.19694425802951e-06,"Abcg1/Erp29/Vgf/Gna11/Gcg/Pclo/Cyp51/Rab3b/Bsg/Hadh/Ins1/Cpt1a/Ucp2/Baiap3/Acsl4/Tmem132a/Myo18a/Chga/Rph3al/Sox4",20,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
